"id","likesCount","ownerUsername","postUrl","text","timestamp"
"17978233912828094","0","nickbastoky","https://www.instagram.com/p/ClEOP2zAi1e/","LFG ⚔️","2022-11-17T15:12:35.000Z"
"18056257447361226","0","jackson_ford15","https://www.instagram.com/p/ClEOP2zAi1e/","@daxton.spence we are going to win SKO titans","2022-11-17T15:14:05.000Z"
"17987981485583082","0","bigbosss__","https://www.instagram.com/p/ClEOP2zAi1e/","@ty_miller16 we can only hope 😂😢","2022-11-17T15:18:27.000Z"
"17945579732236397","4","helantovi","https://www.instagram.com/p/ClEOP2zAi1e/","We’re winning for sure!!! ⚔️","2022-11-17T15:18:53.000Z"
"17945194160376923","4","austinlockwood5","https://www.instagram.com/p/ClEOP2zAi1e/","Battle of mid with Downing calling plays","2022-11-17T15:25:09.000Z"
"17948003372181616","0","terpd_up_titan","https://www.instagram.com/p/ClEOP2zAi1e/","⚔️⚔️⚔️","2022-11-17T15:26:30.000Z"
"17888543630677565","0","tracmarx","https://www.instagram.com/p/ClEOP2zAi1e/","Let’s go boys","2022-11-17T15:27:04.000Z"
"17959921975986383","0","hagunter","https://www.instagram.com/p/ClEOP2zAi1e/","🙌🔥🙌let’s go Titans!","2022-11-17T15:27:40.000Z"
"18165019501249197","0","theresaanntn","https://www.instagram.com/p/ClEOP2zAi1e/","Too bad its only streaming on Amazon 😢","2022-11-17T15:28:57.000Z"
"17989681840625005","0","kenwesttheartist","https://www.instagram.com/p/ClEOP2zAi1e/","Let's get it! ⚔️🏈💙 Titan Up 💙🏈⚔️","2022-11-17T15:30:30.000Z"
"17946586559211394","0","peyton.hudson_","https://www.instagram.com/p/ClEOP2zAi1e/","Can we cut Caleb Farley already","2022-11-17T15:46:09.000Z"
"17852021669841365","0","grantreigard","https://www.instagram.com/p/ClEOP2zAi1e/","Let’s gooooo","2022-11-17T15:59:28.000Z"
"17953516760207001","0","steveharris2018","https://www.instagram.com/p/ClEOP2zAi1e/","Unless plans have changed, it is also scheduled to be televised locally in the middle Tennessee area, via WTVF News Channel 5 in Nashville","2022-11-17T16:01:04.000Z"
"17938933400521194","0","mjoyner237","https://www.instagram.com/p/ClEOP2zAi1e/","@noahm4789 that’s not “unless,” that’s even if Henry has a good night. We always need a good game from the Offense & D. Complimentary football 🏈. #TitanUp 🏈🏈💪💪👍👍👌👌👏👏💯💯💥💥🇺🇸🇺🇸","2022-11-17T16:19:06.000Z"
