"postId","shortCode","text","timestamp","ownerId","ownerIsVerified","ownerUsername","postUrl"
,,"Where the fans at? 💀","2023-05-24T01:52:07.000Z",,,"chrispyakakon","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Muyl really stepped it up this season. He’s been so fun to watch 👏👏👏","2023-05-24T01:58:12.000Z",,,"this_lil_bee_word","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@mtf015 real.","2023-05-24T01:58:42.000Z",,,"this_lil_bee_word","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"It’s so frustrating. What are you saving the Starters for? A regular season league game that doesn’t mean shit because 7 teams make the playoffs in MLS? I just don’t get it.","2023-05-24T02:00:54.000Z",,,"mtf015","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"If you would just start the same team as last week. Probably would have won it. We dominated last game against them. Why would you change it up just because it’s a “cup” game. Basically a league game smfh","2023-05-24T02:04:59.000Z",,,"_ter_rell","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@mtf015 Miami played their A team and got A team results. Frustrating indeed.","2023-05-24T02:05:33.000Z",,,"this_lil_bee_word","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"🥵","2023-05-24T02:28:51.000Z",,,"dorian_wirz","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Oh fuck yeah","2023-05-24T02:30:58.000Z",,,"robeysan","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@chrispyakakon Miami Heat game 😅😅😅","2023-05-24T02:32:27.000Z",,,"bombom_producer","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@hanymuk10 Still MVP .. gliding, twisting and turning .. pure class .. real magic 🔥🔥🔥","2023-05-24T02:33:44.000Z",,,"empiredsc","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Yes sir 19 💪","2023-05-24T02:34:12.000Z",,,"kameronpb","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Coach said get your head in the game","2023-05-24T02:36:46.000Z",,,"elmolk_","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@bombom_producer makes sense lol","2023-05-24T02:38:12.000Z",,,"chrispyakakon","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Would have loved to see a little more quality in the starting lineup from GS. I get it, but as Hany said, this is the easiest silverware to win. #dreambig","2023-05-24T02:44:27.000Z",,,"justinsuen","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Fashion is my life. -@lex_mmwheel19","2023-05-24T03:21:31.000Z",,,"pnwbrent","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@laurencewyke get some!!","2023-05-24T03:23:04.000Z",,,"oldschoolkyle","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"MY BROTHER LEX WITH THE AIR FLEX @lex_mmwheel19","2023-05-24T03:28:55.000Z",,,"jeffreyteee","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"🔥🔥🔥🔥","2023-05-24T07:13:21.000Z",,,"doslike2","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@lex_mmwheel19 🔥","2023-05-24T10:39:56.000Z",,,"cleanjuicebrentwood","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"❤️","2023-05-24T10:44:01.000Z",,,"cleanjuicegulch","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"🔥🔥🔥🔥","2023-05-24T11:00:53.000Z",,,"j3thro15","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"@lex_mmwheel19 is who we’ve been waiting for 👀🫡","2023-05-24T15:50:16.000Z",,,"kylepruzina","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"Merchandise Opportunity! Check DM if interested!","2023-07-07T15:43:29.000Z",,,"boosted_biz","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"What a good content, check your DM, I have something for you 🔥🚀","2023-08-18T14:42:34.000Z",,,"juliopitbull","https://www.instagram.com/p/Csm2LGZPPx_/"
,,"How are we gonna score without hany","2023-05-23T23:11:11.000Z",,,"kohl.hicks","https://www.instagram.com/p/Csmn6o9gDia/"
,,"Joe from Sanitation Department","2023-05-23T23:20:37.000Z",,,"albauer23","https://www.instagram.com/p/Csmn6o9gDia/"
,,"@kohl.hicks they’ve scored in all of their open cup matches so far w/ out Hany","2023-05-23T23:20:51.000Z",,,"calebhagan_","https://www.instagram.com/p/Csmn6o9gDia/"
,,"Miami will play with a chip on their shoulder. Maybe should have fielded the strongest 11.","2023-05-23T23:31:25.000Z",,,"vietledinh","https://www.instagram.com/p/Csmn6o9gDia/"
,,"@kohl.hicks They’re resting him and saving him as a sub in case we go down a goal. This tournament isn’t very important","2023-05-23T23:34:00.000Z",,,"griffduncan","https://www.instagram.com/p/Csmn6o9gDia/"
,,"Goal!!!","2023-05-24T00:57:03.000Z",,,"kaapreo","https://www.instagram.com/p/Csmn6o9gDia/"
,,"Let’s go Ethy!!!","2023-05-24T01:03:15.000Z",,,"aidanzubak","https://www.instagram.com/p/Csmn6o9gDia/"
,,"2-1","2023-05-24T23:40:20.000Z",,,"imcf_news","https://www.instagram.com/p/Csmn6o9gDia/"
,,"","2023-05-24T23:40:43.000Z",,,"imcf_news","https://www.instagram.com/p/Csmn6o9gDia/"
,,"Sell Anunga tonight","2023-05-24T02:07:41.000Z",,,"mholloway4498","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Uuuuuffffff","2023-05-24T02:07:50.000Z",,,"jaimealcal","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"sell washington right now","2023-05-24T02:08:11.000Z",,,"its.stevie.b","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Should of started mukhtar","2023-05-24T02:08:29.000Z",,,"danny7_2_6","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"As a Miami fan gg 👏🙌 I didn’t expect us to win especially coming from a derby loss","2023-05-24T02:09:05.000Z",,,"772.j0nathan","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Could have had a trophy in the cabinet, but no","2023-05-24T02:09:11.000Z",,,"willyd0125","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Embarrassing to lose to a team who's fans didn't show up to begin with and then left after it started raining. Should've made wholesale changes after going down. We would've had ten more minutes of best attacking before the delay. Losing to Miami, never acceptable.","2023-05-24T02:10:14.000Z",,,"renaissance_can","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Should have started a couple more regulars or at least sub them on before we are behind.","2023-05-24T02:10:34.000Z",,,"noahstroganoff","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Definitely didn’t expect to see this on my feed 😭","2023-05-24T02:11:46.000Z",,,"alex_austin18","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"This is on Gary 100%. This team will look back on this with regret. All for load management against a pointless game against Columbus. Take a bow.","2023-05-24T02:12:08.000Z",,,"vietledinh","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Can't attack for shit","2023-05-24T02:12:48.000Z",,,"bc_sully","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@willyd0125 best chance at Champions league probably gone unless we sign a legit forward","2023-05-24T02:12:51.000Z",,,"renaissance_can","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"That 2nd goal was absolutely ridiculous to let in","2023-05-24T02:13:27.000Z",,,"kellen.johansen","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@vietledinh I didn't realize this game was Tuesday. I would have played a softer lineup against Charlotte on Saturday.","2023-05-24T02:14:15.000Z",,,"renaissance_can","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@renaissance_can champions league?","2023-05-24T02:14:35.000Z",,,"jacksonbergi","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"i didn’t want to enjoy my night anyways 🥲","2023-05-24T02:15:26.000Z",,,"officialjuangodinez","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@jackson__bergmann yes concacaf Champions league. Winner of tournament earns a spot","2023-05-24T02:16:28.000Z",,,"renaissance_can","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"The stat line says it all. Can’t have an opponent go 2 goals for 2 SOG and lose with 1 goal to 4 SOG. Lacking in the back tonight, sat too much talent and to be honest…Willis needs to be starting all of these games. But can’t go back now. Look forward and focus all efforts on the league.","2023-05-24T02:16:50.000Z",,,"stephendavis91","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@mholloway4498 yeah! What he said","2023-05-24T02:17:16.000Z",,,"emily.mickholtzick","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"That was a sad performance all around except for the set up and goal for  Alex","2023-05-24T02:17:53.000Z",,,"the_1_and_only_darren_reed","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@stephendavis91 1000% Agreed. It was time to start taking this tournament seriously. We lost to Orlando last year bc of a single mistake, a punch instead of a grab, the margins are that slim. We didn't score enough either, needed more quality up front sooner.","2023-05-24T02:19:28.000Z",,,"renaissance_can","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@renaissance_can Miami fan here, stayed the whole game, even got a pic with Shaq 😁","2023-05-24T02:19:42.000Z",,,"nporcelli_","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@renaissance_can absolutely. Our next game is Sunday. Should have come into this full force.","2023-05-24T02:20:39.000Z",,,"stephendavis91","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Killing my self tonight","2023-05-24T02:21:52.000Z",,,"kevin711._","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@nporcelli_ nice, certainly the exception for sure. Showing your loyalty to the club by staying can earn you sweet rewards like a photo op or autograph!","2023-05-24T02:23:36.000Z",,,"renaissance_can","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@its.stevie.b lol","2023-05-24T02:24:12.000Z",,,"tjbryant519","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Pathetic showing","2023-05-24T02:48:08.000Z",,,"txultrarunner","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@officialjuangodinez 😭","2023-05-24T02:55:38.000Z",,,"its_angel_barrera","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Nahhhhhhhhhhhh","2023-05-24T03:10:26.000Z",,,"jarrett4x","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"🥲","2023-05-24T03:23:44.000Z",,,"putridish","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@vietledinh so short sided. Meaningless regular season games over a round of 16 cup tie. What are they thinking?","2023-05-24T03:38:07.000Z",,,"mtf015","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"🍻","2023-05-24T03:48:58.000Z",,,"warmthfor","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"But “YOU RUN THE SOUTH!”??","2023-05-24T04:27:46.000Z",,,"italipinoo","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Bruh","2023-05-24T07:03:28.000Z",,,"okayrmo","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Fuck.","2023-05-24T07:42:41.000Z",,,"youngquazzy","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@its.stevie.b 😂","2023-05-24T09:02:50.000Z",,,"justplainoldtodd","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"💖🖤💖🖤","2023-05-24T10:13:59.000Z",,,"bvdsvul","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"😭","2023-05-24T11:50:08.000Z",,,"itsjustannemariesflowers","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"😢","2023-05-24T14:37:17.000Z",,,"jeorgelis","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@mtf015 unfortunately the US Open Cup isn't taken very seriously","2023-05-24T16:00:54.000Z",,,"tparaiso601","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Aye buddy","2023-05-24T16:08:17.000Z",,,"strudel._","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@tparaiso601 it’s embarrassing.","2023-05-24T16:09:18.000Z",,,"mtf015","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@mtf015 it's disrespectful to the history of the sport in the US. My great-grandfather won in 1941 (known then as the National Challenge Cup) as the starting GK for Pawtucket (RI) FC.","2023-05-24T16:12:06.000Z",,,"tparaiso601","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@tparaiso601 that’s dope af man. I just couldn’t imagine an English club mailing in a round of 16 game in the FA cup. Crazy that mls sides don’t gaf about a prestigious national cup.","2023-05-24T17:12:45.000Z",,,"mtf015","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@mtf015 eh you'd be surprised. Teams fighting on 3 or 4 fronts might not care as much to win the FA anymore.","2023-05-24T17:13:37.000Z",,,"tparaiso601","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"@tparaiso601 that’s what the EFL cup is for loll","2023-05-24T17:14:03.000Z",,,"mtf015","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"Who runs the south now??","2023-05-24T23:42:32.000Z",,,"imcf_news","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"❤️","2023-05-25T02:06:19.000Z",,,"jessywhite9510","https://www.instagram.com/p/Csm8l0OtG5_/"
,,"I’m very proud of Gary for making good subs I was shocked let’s keep this thing rolling","2023-05-29T20:02:07.000Z",,,"balie_mamasita","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"CAPTAIN AMERICA🇺🇸 and made a huge impact too","2023-05-29T20:51:40.000Z",,,"david.weill","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"👏👏👏👏🔥🔥🔥😍😍","2023-05-29T20:59:35.000Z",,,"nscfan1","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"👏👏👏","2023-05-29T21:15:28.000Z",,,"brandonl33harris","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"Literally was the best night of my life. @macnaughton.lukas AND @thewalkerzim!?!? 🔥🔥🔥🔥🔥🔥","2023-05-29T21:18:52.000Z",,,"paris_guinn","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"Welcome back, @thewalkerzim !!","2023-05-29T21:26:10.000Z",,,"therobertgillies","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"Yes!!!","2023-05-29T21:29:29.000Z",,,"melanieafisher","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"@david.weill he played for 5 min","2023-05-29T22:17:40.000Z",,,"_drewelliott_","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"FINALLY","2023-05-29T23:20:37.000Z",,,"melly_mae","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"@maycekayle it’s timeeeeeee","2023-05-29T23:29:25.000Z",,,"baileyholcomb","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"Was WALKIE injured ?","2023-05-30T00:29:54.000Z",,,"alex_austin18","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"@_drewelliott_ he won multiple aerial balls in dangerous areas to hold the 2-1 lead before Mukhtar sealed it","2023-05-30T00:42:33.000Z",,,"david.weill","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"@david.weill oh word. we left the game in the 86th min like right after he subbed in","2023-05-30T00:43:17.000Z",,,"_drewelliott_","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"It was absolutely amazing to have him on the pitch!","2023-05-30T07:13:58.000Z",,,"taknflchic","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"agreed agreed agreed","2023-05-30T22:30:13.000Z",,,"elysa_matula","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"2nd best American center back in the world","2023-05-31T12:26:46.000Z",,,"oh_noah_","https://www.instagram.com/p/Cs1pJ8jgsh0/"
,,"Our @mlsnextpro team @huntsvillecityfc earned a 2-1 victory over Crown Legacy FC in their inaugural match at Wicks Family Field at Joe Davis Stadium.","2023-05-22T20:59:46.000Z",,,"nashvillesc","https://www.instagram.com/p/Csj0hrPAJvo/"
,,"💉💉💉","2023-05-22T21:12:09.000Z",,,"logane218","https://www.instagram.com/p/Csj0hrPAJvo/"
,,"We (still) run the South. 🚀🎸","2023-05-22T21:15:02.000Z",,,"markglesne","https://www.instagram.com/p/Csj0hrPAJvo/"
,,"@nashvillesc already bought our @huntsvillecityfc tickets for this Friday!!","2023-05-22T22:31:46.000Z",,,"t.welch","https://www.instagram.com/p/Csj0hrPAJvo/"
,,"Need to wear those blues more often","2023-05-23T02:48:27.000Z",,,"zaquedavis","https://www.instagram.com/p/Csj0hrPAJvo/"
,,"I have an extra tickets for tonight if anyone needs one?","2023-05-23T22:57:47.000Z",,,"a.l_maximoff","https://www.instagram.com/p/CsmlaZbAPuj/"
,,".. the quest continues 🤠⚽️🎸🏆🇺🇸","2023-05-23T23:21:28.000Z",,,"warmthfor","https://www.instagram.com/p/CsmlaZbAPuj/"
,,"👏👏👏","2023-05-24T00:56:00.000Z",,,"wildlivesmedialab","https://www.instagram.com/p/CsmlaZbAPuj/"
,,"","2023-05-21T20:45:33.000Z",,,"jonathan_svaighert","https://www.instagram.com/p/CshN3TbAzU4/"
,,"Bring women’s sports to Nashville!","2023-05-21T20:48:34.000Z",,,"emmasturge","https://www.instagram.com/p/CshN3TbAzU4/"
,,"@emmasturge no","2023-05-21T20:58:59.000Z",,,"ethanramsey_5","https://www.instagram.com/p/CshN3TbAzU4/"
,,"@emmasturge no","2023-05-21T21:20:30.000Z",,,"3starr_angel","https://www.instagram.com/p/CshN3TbAzU4/"
,,"🫡 🔥","2023-05-22T02:08:59.000Z",,,"gmathis1","https://www.instagram.com/p/CshN3TbAzU4/"
,,"🔥🔥🔥🔥🔥","2023-05-22T03:48:53.000Z",,,"ubmathis","https://www.instagram.com/p/CshN3TbAzU4/"
,,"@emmasturge we are it’s just gonna be a little bit","2023-05-22T04:00:46.000Z",,,"mag22004","https://www.instagram.com/p/CshN3TbAzU4/"
,,"@emmasturge HELL NO SOUND LIKE A WASTE OF MONEY SINCE NO ONE WATCHES","2023-05-22T06:28:07.000Z",,,"rocky.pigott","https://www.instagram.com/p/CshN3TbAzU4/"
,,"❤️","2023-05-22T10:57:00.000Z",,,"cleanjuicegulch","https://www.instagram.com/p/CshN3TbAzU4/"
,,"🔥","2023-05-22T11:00:03.000Z",,,"cleanjuicebrentwood","https://www.instagram.com/p/CshN3TbAzU4/"
,,"🫡🫡🫡","2023-05-22T19:29:10.000Z",,,"westinnashville","https://www.instagram.com/p/CshN3TbAzU4/"
,,"You                               
 
Export Division; Supa Sports
Best Regards,
SALES Manager: Nabeel Mughal
https://supa-sports.com/
supasports07@gmail.com
￼WhatsApp: +92-03351873300","2023-05-23T23:10:36.000Z",,,"supasportswear","https://www.instagram.com/p/CshN3TbAzU4/"
,,"i smell victory","2023-05-23T23:43:54.000Z",,,"protohype","https://www.instagram.com/p/CshN3TbAzU4/"
,,"@emmasturge please dont","2023-05-24T14:34:39.000Z",,,"loganw_0421","https://www.instagram.com/p/CshN3TbAzU4/"
,,"MVP! 🫡","2023-05-22T18:31:35.000Z",,,"tnfanaticzw","https://www.instagram.com/p/CsjgPG9AdOw/"
,,"We want to talk with you. How we can? Because we want to make your next coming merch.","2023-05-22T18:48:23.000Z",,,"active.corporation","https://www.instagram.com/p/CsjgPG9AdOw/"
,,"Deserved.","2023-05-21T17:11:16.000Z",,,"cameronnosmith","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"W","2023-05-21T17:15:56.000Z",,,"jarrett4x","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Max W","2023-05-21T17:17:23.000Z",,,"3starr_angel","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Insane card","2023-05-21T17:25:15.000Z",,,"pauliweissnichtwohin","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"W","2023-05-21T17:27:27.000Z",,,"forgivegio","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"I need this card asap","2023-05-21T17:31:38.000Z",,,"connorcherry05","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"W","2023-05-21T17:36:30.000Z",,,"beaumasano","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Amazing","2023-05-21T17:44:51.000Z",,,"coloermejo","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"wild","2023-05-21T17:50:24.000Z",,,"yennyjsantana","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"@nunziooo_i","2023-05-21T18:04:32.000Z",,,"jr.bda","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Hany w the dingledongledooyas","2023-05-21T18:17:55.000Z",,,"elliotewoldt","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Really like this card 🇩🇪🇺🇸. Well deserved!!! It’s always great to watch the games with him at Geodis Park.🫡🫡🫡","2023-05-21T18:58:37.000Z",,,"peterzwosta","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"@mobsteroscar MLS","2023-05-21T19:11:30.000Z",,,"patheticboy43","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"🫡🫡🫡","2023-05-21T19:11:35.000Z",,,"patheticboy43","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"I'm going to FIFA 🏃‍♂️🏃‍♂️ @hanymuk10","2023-05-21T19:16:21.000Z",,,"mahir1aj","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"MashaAllah!! Amazing card!!🔥👏","2023-05-21T19:21:04.000Z",,,"altareq_007","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"😮🤤","2023-05-21T21:22:32.000Z",,,"agon______","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"If he had the cowboy hat, it would be a 99","2023-05-21T21:47:19.000Z",,,"psychedalec","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"W","2023-05-21T23:39:12.000Z",,,"rocky.pigott","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"I can’t find that on my fifa","2023-05-22T00:00:15.000Z",,,"sk28jr","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Wir vermissen dich, wir brauchen dich für Liga 1","2023-05-22T03:20:56.000Z",,,"mcfitgeher","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Mabrook","2023-05-22T07:37:15.000Z",,,"moieabdalla","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"😍","2023-05-22T07:51:05.000Z",,,"sebifoel","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Are you eligible for usmnt 🥰🥰","2023-05-22T08:45:07.000Z",,,"why_u_gonna_lie__","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Must have 99 pens","2023-05-22T11:32:39.000Z",,,"_vazquez_15_","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"GOAT card🔥","2023-05-22T16:24:26.000Z",,,"hajdy__","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"🫡🇸🇩🔥🔥🔥👏👏👏","2023-05-22T19:51:26.000Z",,,"barakat_hussien5566","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Finally some new mls player @easportsfifa is lacking on players","2023-05-22T22:26:01.000Z",,,"esetruko","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"","2023-05-23T08:29:11.000Z",,,"24nxii","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"?? 😢Why Germany","2023-05-23T18:29:05.000Z",,,"ahmednasr820","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Waiting for the repeatable 85+ x10 so I can pack him 😂","2023-05-24T01:51:59.000Z",,,"stumpyy_","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"","2023-05-25T17:21:46.000Z",,,"_ggilberto_","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"","2023-05-25T20:59:23.000Z",,,"lnstanegan","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"Are you somali??","2023-05-26T17:14:07.000Z",,,"suheyb_013","https://www.instagram.com/p/Csg0oAnAOAy/"
,,"@mobsteroscar are you asking if he’s on the German national team?","2023-05-29T06:05:00.000Z",,,"logann.12","https://www.instagram.com/p/Csg0oAnAOAy/"
