"postId","shortCode","text","timestamp","ownerId","ownerIsVerified","ownerUsername","postUrl"
,,"Will be there april 29th for my birthday","2023-01-05T00:58:51.000Z",,,"ben.pack1","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@mason.evans3 @johnny.smith @blake_rich87","2023-01-05T01:04:45.000Z",,,"jacobwilley35","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"APPARENTLY NOT DAVE","2023-01-05T01:05:28.000Z",,,"caleb_randolph","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@pericles___","2023-01-05T01:17:01.000Z",,,"aidenk51","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@wearewildlove @frankie_gelfo @steph_dougherty","2023-01-05T01:17:09.000Z",,,"cathal96154","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@moollymartin devoted af 🫡","2023-01-05T01:17:13.000Z",,,"melaniemartinnn","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@mere_ashhh can’t wait to heckle my arch nemesis every game 🥰 lmao","2023-01-05T01:21:23.000Z",,,"margaux.mayer","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"Super excited for the home opener!!","2023-01-05T01:25:41.000Z",,,"krazykyle615","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@jamie_w410","2023-01-05T01:27:29.000Z",,,"weathers83","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"Miss you @thebacklinesc","2023-01-05T01:27:58.000Z",,,"tempo_nsc","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@sonny_smith42 @keagan.meece @caden.dunworth","2023-01-05T01:31:42.000Z",,,"nathan.dunworth","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@daniel_junghans","2023-01-05T01:38:44.000Z",,,"bradfordsmith9","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@erinraeerinrae ⚽️⚽️⚽️⚽️","2023-01-05T01:40:26.000Z",,,"kevydmottram","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@m_harris62","2023-01-05T01:40:28.000Z",,,"wright_miskelly","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@motoming_nashville yes you do!","2023-01-05T01:54:49.000Z",,,"theonlyskippy","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@s_smith17","2023-01-05T02:01:45.000Z",,,"cstew4323","https://www.instagram.com/p/CnAxuhuuSLv/"
,,"@duuboiss @brandonconnorjohns @leifbaranow @caleblovejoy @chandni_naidoo @laurelbarrentine LET’S GET WILD 🔥🔥","2023-01-05T02:09:15.000Z",,,"samcolemandancer","https://www.instagram.com/p/CnAxuhuuSLv/"
