"id","likesCount","ownerUsername","postUrl","text","timestamp"
"17904868679834647","0","elijah.woodyy","https://www.instagram.com/p/CxTS6dRu2tI/","see what happens when WE USE HENRY AND PLAY ACTION!!! it’s not rocket science keep it simple!!!!!","2023-09-17T18:00:51.000Z"
"17860268096980661","0","kev_dks_","https://www.instagram.com/p/CxTS6dRu2tI/","Willis pls !!!!","2023-09-17T18:01:09.000Z"
"17847334467060788","1","peterhugh1213","https://www.instagram.com/p/CxTS6dRu2tI/","Maybe thatl give Tanne some confidence. Anything !! I’d still play Malik. Play them both.","2023-09-17T18:01:10.000Z"
"17982068702408144","0","triba1kodi","https://www.instagram.com/p/CxTS6dRu2tI/","@bkovacs23 Burks just busted their secondary","2023-09-17T18:01:21.000Z"
"18015628576701820","1","rhodeswt","https://www.instagram.com/p/CxTS6dRu2tI/","Burks!!!","2023-09-17T18:01:43.000Z"
"17962312382631952","0","bkovacs23","https://www.instagram.com/p/CxTS6dRu2tI/","@triba1kodi right as I was typing it 😂😂 I stand by what I said tho. He's a bust","2023-09-17T18:02:01.000Z"
"18003825631893598","1","grandonthamodel","https://www.instagram.com/p/CxTS6dRu2tI/","@naturalwavvyhair Thats what I'm saying we got a fantastic defense if we can drive the ball on offense with Henry and Hopkins and get the other wide receivers in the game we could be on our way to being 2-0 rn especially after losing by a point last game and having a td taken away from us , LETS TURN THIS GAME AROUND AND GET THE BALL BACK AND GET BACK IN THAT ENDZONE","2023-09-17T18:02:15.000Z"
"17986099061175628","2","greenlee615","https://www.instagram.com/p/CxTS6dRu2tI/","It’s sad the crowd has to tell y’all how to coach smh","2023-09-17T18:02:17.000Z"
"17903742848776221","0","life_of_murcia","https://www.instagram.com/p/CxTS6dRu2tI/","@drew.menees we’re back on track buddy turn it on","2023-09-17T18:02:35.000Z"
"17944553777695928","0","eli_dickinson_","https://www.instagram.com/p/CxTS6dRu2tI/","Tannehill is him","2023-09-17T18:02:35.000Z"
"18237312226228501","0","iam6278_","https://www.instagram.com/p/CxTS6dRu2tI/","Burks is HIM","2023-09-17T18:02:38.000Z"
"18044844235507042","0","elijah.woodyy","https://www.instagram.com/p/CxTS6dRu2tI/","@greenlee615 a fact.. they def thought ab taking henry out just to kick a sorry field goal","2023-09-17T18:03:10.000Z"
"17893204595880868","1","drew.menees","https://www.instagram.com/p/CxTS6dRu2tI/","@life_of_murcia I’m scared because it most likely won’t last long","2023-09-17T18:03:13.000Z"
"18012894595880931","0","zack_garringer1","https://www.instagram.com/p/CxTS6dRu2tI/","@camden.quick yesss","2023-09-17T18:03:51.000Z"
"18023896177724954","0","urineasshole","https://www.instagram.com/p/CxTS6dRu2tI/","Yall drinking that haterade too early today","2023-09-17T18:03:58.000Z"
"18001432907082320","1","zack_garringer1","https://www.instagram.com/p/CxTS6dRu2tI/","Finally a touchdown","2023-09-17T18:04:03.000Z"
"18032230417592323","1","life_of_murcia","https://www.instagram.com/p/CxTS6dRu2tI/","@drew.menees I hate that you’re right 😪","2023-09-17T18:05:45.000Z"
"18022736071659373","0","thewraprockery","https://www.instagram.com/p/CxTS6dRu2tI/","Tennehill looks great. 👏","2023-09-17T18:09:00.000Z"
"17995578773493637","0","katt_ann_","https://www.instagram.com/p/CxTS6dRu2tI/","🔥","2023-09-17T18:12:02.000Z"
"17973208484352599","0","abaybay7196","https://www.instagram.com/p/CxTS6dRu2tI/","Let’s Go Titans!!!","2023-09-17T18:14:05.000Z"
"17904626204837044","0","titans_insider23","https://www.instagram.com/p/CxTS6dRu2tI/","@ar732 LMAOOOOO suck it lil bro","2023-09-17T18:22:44.000Z"
"18261714142164643","0","dahawaiiantitan","https://www.instagram.com/p/CxTS6dRu2tI/","“Energy” then proceeds to call pop Warner plays against a legit football team 😂 keep it up and that “energy “ will help y’all go 0-2","2023-09-17T18:26:24.000Z"
"18302090113136405","0","titans_insider23","https://www.instagram.com/p/CxTS6dRu2tI/","@ar732 damn bro's BIG MAD 😂😂😂 kinda sad that your team is struggling so bad against a team as bad as our's tbh","2023-09-17T18:32:04.000Z"
"18052988053467595","0","titans_insider23","https://www.instagram.com/p/CxTS6dRu2tI/","@ar732 yall shouldn't be winning by 4 against us 😂 your defense is SO buns 😭","2023-09-17T18:33:29.000Z"
"17973470330346624","0","nonelikeeric._","https://www.instagram.com/p/CxTS6dRu2tI/","@landobetch if u genuinely think downing wasn’t the problem. Stop watching football. His playing was fuckin terrible. Absolutely terrible, how u don’t see that shows u football IQ ain’t that high. He’s a terrible OC","2023-09-17T18:48:09.000Z"
"17889562739910038","0","nonelikeeric._","https://www.instagram.com/p/CxTS6dRu2tI/","@landobetch Tannehill is ass I agree but downing was the MAIN problem. It doesn’t matter who u have at QB and on offense if ur OC can’t even call a basic 5 yard passing play and does run run pass every single 3 plays. Cmon now man","2023-09-17T18:48:57.000Z"
"17920887230785336","0","landobetch","https://www.instagram.com/p/CxTS6dRu2tI/","@nonelikeeric._ i knew he was the problem goofy 🤣 every titans fan knows that & was happy when we was gone. You're saying Tannehill sucks, but you're still casting the blame on Downing a year later, we have a whole new OC & play caller 🤣","2023-09-17T19:03:50.000Z"
"18276796216154779","0","peterhugh1213","https://www.instagram.com/p/CxTS6dRu2tI/","4th qtr. let’s Go. Finish it !! Just Win baby !","2023-09-17T19:11:22.000Z"
"17986720283160569","0","naturalwavvyhair","https://www.instagram.com/p/CxTS6dRu2tI/","If Tannehill plays like this, they can win. Idk why they are scared to open up the playbook","2023-09-17T19:38:06.000Z"
"18012901327893887","0","nonelikeeric._","https://www.instagram.com/p/CxTS6dRu2tI/","@landobetch because he literally couldn’t call a play worth 5 yards mega mind. What are u getting at dude literally couldn’t call plays for pee wee football. He was literally the MAIN problem. It doesn’t matter if we had Tom Brady at QB, if u had someone like Todd downing as ur OC ur offense isn’t doing shit. Wake up","2023-09-17T20:01:50.000Z"
